trans_id,lang,translation
本郷,en,Hongo
本郷,ko,혼고
本郷,zh-cn,本乡
本郷,zh-tw,本鄉
橋詰,ja,橋詰
橋詰,ja-Hrkt,はしづめ
橋詰,en,Hashizume
橋詰,ko,하시즈메
橋詰,zh-cn,桥诘
橋詰,zh-tw,橋詰
随木屋橋,ja,随木屋橋
随木屋橋,ja-Hrkt,ずいきやばし
随木屋橋,en,Zuikiyabashi
随木屋橋,ko,즈이키야바시
随木屋橋,zh-cn,随木屋桥
随木屋橋,zh-tw,隨木屋橋
奥畑,ja,奥畑
奥畑,ja-Hrkt,おくはた
奥畑,en,Okuhata
奥畑,ko,오쿠하타
奥畑,zh-cn,奥畑
奥畑,zh-tw,奧畑
中田,ja,中田
中田,ja-Hrkt,なかた
中田,en,Nakata
中田,ko,나카타
中田,zh-cn,中田
中田,zh-tw,中田
宮ノ下橋,ja,宮ノ下橋
宮ノ下橋,ja-Hrkt,みやのしたばし
宮ノ下橋,en,Miyanoshitabashi
宮ノ下橋,ko,미야노시타바시
